period,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2026-06,Chevrolet Cranberry,Walk In,showroom,86,29,21,8,107701,
2026-06,Chevrolet Cranberry,Website Chat,chat,74,3,2,1,7069,852
2026-06,Honda Monroeville,Autotrader,internet,174,15,8,7,38837,2228
2026-06,Honda Monroeville,CarGurus,internet,29,2,0,2,4819,551
2026-06,Honda Monroeville,CarGurus,phone,7,0,0,0,0,137
2026-06,Honda Monroeville,Cars.com,internet,148,15,8,7,52194,1831
2026-06,Honda Monroeville,Dealer Website,chat,44,3,2,1,10137,
2026-06,Honda Monroeville,Dealer Website,internet,268,26,14,12,97205,
2026-06,Honda Monroeville,Facebook Marketplace,internet,191,6,3,3,14014,1420
2026-06,Honda Monroeville,Google Ads,campaign,3,1,0,1,1814,90
2026-06,Honda Monroeville,Google Ads,internet,16,3,1,2,6311,588
2026-06,Honda Monroeville,Google Ads,phone,6,3,1,2,5826,226
2026-06,Honda Monroeville,Inbound Calls,phone,113,31,22,9,87658,
2026-06,Honda Monroeville,Lease Return,campaign,13,4,3,1,6783,
2026-06,Honda Monroeville,TikTok Ads,internet,27,2,1,1,3605,603
2026-06,Honda Monroeville,TrueCar,internet,28,1,1,0,2492,452
2026-06,Honda Monroeville,Walk In,showroom,59,17,12,5,57609,
2026-06,Honda Monroeville,Website Chat,chat,46,5,3,2,11169,668
2026-06,Nissan Boardman,Autotrader,internet,367,14,8,6,41900,3842
2026-06,Nissan Boardman,CarGurus,internet,74,3,1,2,8828,950
2026-06,Nissan Boardman,CarGurus,phone,18,0,0,0,0,237
2026-06,Nissan Boardman,Cars.com,internet,275,26,14,12,85297,3158
2026-06,Nissan Boardman,Dealer Website,chat,79,8,4,4,30775,
2026-06,Nissan Boardman,Dealer Website,internet,485,64,35,29,206056,
2026-06,Nissan Boardman,Facebook Marketplace,internet,277,7,4,3,14303,2449
2026-06,Nissan Boardman,Google Ads,campaign,4,0,0,0,0,156
2026-06,Nissan Boardman,Google Ads,internet,24,3,1,2,5989,1014
2026-06,Nissan Boardman,Google Ads,phone,9,2,1,1,4669,390
2026-06,Nissan Boardman,Inbound Calls,phone,153,20,14,6,57835,
2026-06,Nissan Boardman,Lease Return,campaign,27,7,5,2,13303,
2026-06,Nissan Boardman,TikTok Ads,internet,29,0,0,0,0,1039
2026-06,Nissan Boardman,TrueCar,internet,28,2,1,1,4304,780
2026-06,Nissan Boardman,Walk In,showroom,116,41,30,11,139849,
2026-06,Nissan Boardman,Website Chat,chat,114,10,6,4,24653,1152
2026-07,Chevrolet Cranberry,Autotrader,internet,205,12,7,5,35253,2835
2026-07,Chevrolet Cranberry,Cars.com,internet,132,11,6,5,30325,2338
2026-07,Chevrolet Cranberry,Dealer Website,chat,48,4,2,2,14472,
2026-07,Chevrolet Cranberry,Dealer Website,internet,295,42,23,19,122053,
2026-07,Chevrolet Cranberry,Facebook Marketplace,internet,205,7,4,3,16268,1586
2026-07,Chevrolet Cranberry,Inbound Calls,phone,47,3,2,1,8516,
2026-07,Chevrolet Cranberry,Lease Return,campaign,6,3,2,1,4358,
2026-07,Chevrolet Cranberry,TikTok Ads,internet,42,2,1,1,3422,976
2026-07,Chevrolet Cranberry,TrueCar,internet,22,0,0,0,0,577
2026-07,Chevrolet Cranberry,Walk In,showroom,77,34,24,10,133846,
2026-07,Chevrolet Cranberry,Website Chat,chat,64,5,3,2,13068,859
2026-07,Honda Monroeville,Autotrader,internet,197,11,6,5,32195,2222
2026-07,Honda Monroeville,Cars.com,internet,150,18,10,8,50029,1832
2026-07,Honda Monroeville,Dealer Website,chat,41,5,3,2,18218,
2026-07,Honda Monroeville,Dealer Website,internet,250,35,19,16,104095,
2026-07,Honda Monroeville,Facebook Marketplace,internet,160,8,4,4,16303,1243
2026-07,Honda Monroeville,Inbound Calls,phone,62,12,9,3,37718,
2026-07,Honda Monroeville,Lease Return,campaign,4,0,0,0,0,
2026-07,Honda Monroeville,TikTok Ads,internet,33,1,1,0,1910,765
2026-07,Honda Monroeville,TrueCar,internet,24,0,0,0,0,452
2026-07,Honda Monroeville,Walk In,showroom,62,20,14,6,65437,
2026-07,Honda Monroeville,Website Chat,chat,43,2,1,1,4642,673
2026-07,Nissan Boardman,Autotrader,internet,337,36,20,16,103948,3832
2026-07,Nissan Boardman,Cars.com,internet,245,11,6,5,36924,3160
2026-07,Nissan Boardman,Dealer Website,chat,82,4,2,2,13678,
2026-07,Nissan Boardman,Dealer Website,internet,501,53,29,24,200183,
2026-07,Nissan Boardman,Facebook Marketplace,internet,275,13,7,6,29716,2143
2026-07,Nissan Boardman,Inbound Calls,phone,84,5,4,1,17782,
2026-07,Nissan Boardman,Lease Return,campaign,10,3,2,1,5524,
2026-07,Nissan Boardman,TikTok Ads,internet,38,1,1,0,2163,1320
2026-07,Nissan Boardman,TrueCar,internet,25,1,1,0,2258,780
2026-07,Nissan Boardman,Walk In,showroom,115,46,33,13,144786,
2026-07,Nissan Boardman,Website Chat,chat,114,9,5,4,21771,1161
2026-08,Chevrolet Cranberry,Autotrader,internet,239,18,10,8,49091,2828
2026-08,Chevrolet Cranberry,Cars.com,internet,131,14,8,6,44414,2339
2026-08,Chevrolet Cranberry,Dealer Website,chat,55,4,2,2,14922,
2026-08,Chevrolet Cranberry,Dealer Website,internet,340,49,27,22,178522,
2026-08,Chevrolet Cranberry,Facebook Marketplace,internet,191,7,4,3,15044,1252
2026-08,Chevrolet Cranberry,Inbound Calls,phone,53,8,6,2,22276,
2026-08,Chevrolet Cranberry,Lease Return,campaign,6,1,1,0,1494,
2026-08,Chevrolet Cranberry,TikTok Ads,internet,50,1,1,0,2017,1184
2026-08,Chevrolet Cranberry,TrueCar,internet,21,2,1,1,4591,577
2026-08,Chevrolet Cranberry,Walk In,showroom,75,25,18,7,96024,
2026-08,Chevrolet Cranberry,Website Chat,chat,77,8,4,4,18862,865
2026-08,Honda Monroeville,Autotrader,internet,192,10,6,4,33326,2216
2026-08,Honda Monroeville,Cars.com,internet,157,19,10,9,49590,1833
2026-08,Honda Monroeville,Dealer Website,chat,39,3,2,1,10652,
2026-08,Honda Monroeville,Dealer Website,internet,242,28,15,13,81225,
2026-08,Honda Monroeville,Facebook Marketplace,internet,122,8,4,4,17682,981
2026-08,Honda Monroeville,Inbound Calls,phone,66,2,1,1,6609,
2026-08,Honda Monroeville,Lease Return,campaign,4,0,0,0,0,
2026-08,Honda Monroeville,TikTok Ads,internet,41,0,0,0,0,927
2026-08,Honda Monroeville,TrueCar,internet,23,1,1,0,2517,452
2026-08,Honda Monroeville,Walk In,showroom,62,27,19,8,94395,
2026-08,Honda Monroeville,Website Chat,chat,54,7,4,3,20335,678
2026-08,Nissan Boardman,Autotrader,internet,314,25,14,11,64448,3822
2026-08,Nissan Boardman,Cars.com,internet,276,25,14,11,66520,3162
2026-08,Nissan Boardman,Dealer Website,chat,96,16,9,7,57129,
2026-08,Nissan Boardman,Dealer Website,internet,591,68,37,31,233760,
2026-08,Nissan Boardman,Facebook Marketplace,internet,231,9,5,4,18899,1692
2026-08,Nissan Boardman,Inbound Calls,phone,86,5,4,1,16420,
2026-08,Nissan Boardman,Lease Return,campaign,9,6,4,2,9395,
2026-08,Nissan Boardman,TikTok Ads,internet,53,2,1,1,4390,1600
2026-08,Nissan Boardman,TrueCar,internet,30,1,1,0,2777,780
2026-08,Nissan Boardman,Walk In,showroom,119,50,36,14,186901,
2026-08,Nissan Boardman,Website Chat,chat,112,5,3,2,13095,1170
