deal_id,date,group,store,source,lead_type,new_used,make,model,model_year,sale_price,front_gross,back_gross,fi_products,salesperson_id,days_to_close
D126981,2023-10-02,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,used,Nissan,Altima,2019,29003,3417,1150,1,SP538,16
D128696,2023-10-02,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,new,Nissan,Kicks,2023,36207,3055,957,3,SP743,10
D130067,2023-10-02,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,used,Nissan,Sentra,2021,28623,2225,1333,3,SP788,23
D142060,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,new,Subaru,Impreza,2023,46049,2480,982,1,SP552,43
D142062,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,used,Subaru,Outback,2021,28979,1825,1681,2,SP261,20
D143816,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,new,Subaru,Outback,2023,29774,1481,1041,0,SP338,7
D143817,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,new,Subaru,Outback,2023,44585,1092,576,3,SP552,28
D143820,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,new,Subaru,Forester,2023,48378,1984,543,1,SP552,5
D144836,2023-10-02,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,new,Subaru,Outback,2023,29362,1674,1372,2,SP992,41
D100003,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,new,Toyota,Tacoma,2023,45530,2094,868,3,SP143,9
D100786,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,new,Toyota,Tacoma,2023,34425,2127,863,0,SP324,32
D101825,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,used,Hyundai,Kona,2021,27526,3002,609,1,SP184,13
D103494,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,new,Toyota,RAV4,2023,28508,1304,623,0,SP838,34
D104490,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,used,Toyota,Tundra,2019,22992,2637,956,0,SP563,25
D105599,2023-10-02,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,new,Toyota,RAV4,2023,37071,2215,499,0,SP874,20
D151495,2023-10-02,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,new,Volkswagen,Atlas,2023,35130,2836,991,3,SP469,36
D152566,2023-10-02,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,Jetta,2023,37658,3806,1922,0,SP149,33
D152570,2023-10-02,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,used,Volkswagen,Jetta,2018,20222,2167,1586,1,SP884,20
D152571,2023-10-02,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,used,Kia,Telluride,2022,28591,2481,835,1,SP715,11
D196482,2023-10-03,Harbor Motor Group,Harbor BMW,auto trader,internet,used,Subaru,Forester,2017,34322,3636,1196,1,SP961,20
D197851,2023-10-03,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,X1,2023,69747,4621,2599,0,SP839,5
D197852,2023-10-03,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,X1,2023,50740,3779,993,1,SP920,43
D199977,2023-10-03,Harbor Motor Group,Harbor BMW,Walk In,showroom,used,Kia,Telluride,2017,37459,6230,1371,1,SP715,22
D202013,2023-10-03,Harbor Motor Group,Harbor BMW,True Car,internet,new,BMW,X5,2023,76556,3071,1477,2,SP674,27
D179710,2023-10-03,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,used,Honda,HR-V,2016,18076,3211,1655,0,SP333,25
D180395,2023-10-03,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,used,Jeep Ram,Ram 2500,2022,22515,2831,1984,3,SP773,28
D182009,2023-10-03,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,new,Chevrolet,Equinox,2023,29098,1414,909,1,SP954,8
D182200,2023-10-03,Harbor Motor Group,Harbor Chevrolet Marina,Direct Mail Q1,campaign,used,Subaru,WRX,2018,31129,2461,807,1,SP539,0
D184301,2023-10-03,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,new,Chevrolet,Silverado,2023,29732,2761,498,1,SP333,30
D172724,2023-10-03,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,new,Ford,Bronco,2023,47589,2130,1391,2,SP215,39
D174298,2023-10-03,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,used,Chevrolet,Trax,2022,28321,3501,1745,1,SP490,25
D176426,2023-10-03,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,new,Ford,Mustang,2023,29758,1818,1270,1,SP490,36
D176624,2023-10-03,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Escape,2023,35133,3752,803,1,SP215,39
D176627,2023-10-03,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,new,Ford,Explorer,2023,33428,2626,1755,3,SP700,20
D166896,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,used,Jeep Ram,Grand Cherokee,2017,24167,2352,1266,0,SP558,8
D168270,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,new,Honda,Pilot,2023,40418,3879,613,0,SP756,31
D168276,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,new,Honda,Pilot,2023,30387,3760,727,3,SP312,19
D170457,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,new,Honda,Accord,2023,31863,3029,1890,0,SP691,1
D170462,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,new,Honda,Accord,2023,48902,2174,786,2,SP727,45
D172566,2023-10-03,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,new,Honda,Civic,2023,31656,1923,994,3,SP961,31
D192600,2023-10-03,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,new,Jeep Ram,Gladiator,2023,42640,2916,880,2,SP608,10
D193972,2023-10-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,new,Jeep Ram,Ram 2500,2023,40827,1437,286,2,SP398,8
D194372,2023-10-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,new,Jeep Ram,Ram 2500,2023,44776,1897,890,1,SP608,41
D186725,2023-10-03,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,new,Kia,Telluride,2023,45668,1927,1113,2,SP106,21
D187980,2023-10-03,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,new,Kia,K5,2023,38608,1597,1148,1,SP796,39
D188719,2023-10-03,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,used,Toyota,RAV4,2017,24378,2647,1659,0,SP762,2
D188985,2023-10-03,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,new,Subaru,Outback,2023,47935,1327,487,2,SP137,32
D189943,2023-10-03,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,used,Subaru,WRX,2019,24836,1163,913,1,SP108,32
D190945,2023-10-03,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,new,Subaru,Ascent,2023,48841,3119,1355,1,SP827,28
D159863,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,new,Toyota,Highlander,2023,49228,1549,675,1,SP652,44
D161193,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,new,Toyota,Camry,2023,29802,2043,1552,1,SP648,21
D161194,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,new,Toyota,RAV4,2023,29882,1856,1356,3,SP817,6
D161590,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Corolla,2023,29760,2200,734,1,SP438,21
D161600,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Corolla,2023,31875,2684,1166,1,SP397,42
D163203,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Tacoma,2023,35587,1397,493,1,SP607,0
D163230,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,used,Toyota,Highlander,2022,25567,1277,761,0,SP858,36
D163758,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,Svc Conquest,service,new,Toyota,RAV4,2023,29815,1553,395,1,SP438,23
D165323,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Camry,2023,41606,2387,1554,1,SP438,12
D166685,2023-10-03,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,new,Toyota,Tacoma,2023,28881,2500,1465,1,SP607,13
D153706,2023-10-03,Summit Auto Group,Summit BMW,Autotrader,internet,new,BMW,3 Series,2023,67675,2951,2077,1,SP230,5
D154845,2023-10-03,Summit Auto Group,Summit BMW,cargurus.com,internet,used,Hyundai,Santa Fe,2018,29594,2535,2022,1,SP751,23
D155171,2023-10-03,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,5 Series,2023,49885,5831,2213,0,SP961,11
D157268,2023-10-03,Summit Auto Group,Summit BMW,Direct Mail,campaign,new,BMW,3 Series,2023,68610,3283,880,1,SP505,26
D157278,2023-10-03,Summit Auto Group,Summit BMW,Direct Mail,campaign,used,BMW,5 Series,2018,31873,3220,1808,1,SP715,43
D158490,2023-10-03,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,X5,2023,74552,2632,1940,0,SP686,11
D121492,2023-10-03,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,new,Chevrolet,Silverado,2023,44535,3063,819,0,SP477,3
D121519,2023-10-03,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,used,Nissan,Rogue,2019,26432,2104,799,0,SP243,41
D113503,2023-10-03,Summit Auto Group,Summit Ford Rivera,ATC,internet,new,Ford,Bronco,2023,49396,1872,1240,1,SP130,11
D113521,2023-10-03,Summit Auto Group,Summit Ford Rivera,ATC,internet,used,Hyundai,Palisade,2017,19359,1815,987,1,SP299,41
D117380,2023-10-03,Summit Auto Group,Summit Ford Rivera,Direct Mail Q1,campaign,new,Ford,Escape,2023,42954,1956,1384,2,SP800,20
D117612,2023-10-03,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,new,Ford,Mustang,2023,39546,2367,1072,1,SP216,15
D118723,2023-10-03,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,new,Ford,Explorer,2023,39483,1962,834,1,SP380,37
D108843,2023-10-03,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Toyota,Tundra,2016,18007,2884,796,1,SP832,32
D108850,2023-10-03,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Jeep Ram,Ram 2500,2018,20310,2930,1411,2,SP873,43
D110225,2023-10-03,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,new,Honda,Pilot,2023,41827,1116,447,0,SP417,14
D110917,2023-10-03,Summit Auto Group,Summit Honda Westland,Direct Mail Q1,campaign,used,Honda,CR-V,2021,22115,1383,345,3,SP417,18
D111106,2023-10-03,Summit Auto Group,Summit Honda Westland,Walk In,showroom,new,Honda,CR-V,2023,34805,3678,1616,3,SP417,18
D112127,2023-10-03,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,used,Honda,HR-V,2019,24207,1876,784,1,SP417,25
D130516,2023-10-03,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,new,Hyundai,Tucson,2023,34744,2809,981,1,SP907,39
D131220,2023-10-03,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,new,Hyundai,Tucson,2023,31507,2332,1486,1,SP468,38
D131228,2023-10-03,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,used,Toyota,Corolla,2018,18254,3759,693,2,SP883,22
D132133,2023-10-03,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,new,Hyundai,Tucson,2023,41524,1641,302,3,SP468,14
D133913,2023-10-03,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,new,Hyundai,Santa Fe,2023,29285,3413,1650,0,SP907,24
D145634,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,used,Chevrolet,Trax,2018,21299,2570,1364,0,SP187,29
D145637,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,used,Jeep Ram,Ram 2500,2016,20876,2307,916,0,SP216,33
D146929,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Grand Cherokee,2023,41315,3665,1714,0,SP426,31
D148663,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Direct Mail,campaign,used,Jeep Ram,Compass,2018,18257,2316,1416,0,SP713,12
D148850,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,used,Jeep Ram,Ram 2500,2017,28949,2768,1602,1,SP672,40
D148852,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,used,Jeep Ram,Ram 1500,2022,18784,3909,1522,1,SP216,17
D149684,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,new,Jeep Ram,Gladiator,2023,32430,2961,779,1,SP216,7
D149691,2023-10-03,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,used,Jeep Ram,Compass,2018,22053,1895,588,0,SP882,7
D135802,2023-10-03,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,new,Kia,Sorento,2023,33675,2338,1080,3,SP295,41
D137063,2023-10-03,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,new,Kia,Sportage,2023,32521,1834,291,0,SP295,17
D138727,2023-10-03,Summit Auto Group,Summit Kia Brookfield,True Car,internet,new,Kia,K5,2023,38195,1446,1125,0,SP295,2
D138728,2023-10-03,Summit Auto Group,Summit Kia Brookfield,True Car,internet,used,Jeep Ram,Wrangler,2021,18393,1609,1349,1,SP985,18
D138842,2023-10-03,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,new,Mazda,CX-90,2023,31579,2211,579,1,SP228,10
D139628,2023-10-03,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,used,Ford,Bronco,2019,20466,2485,1692,1,SP503,38
D140847,2023-10-03,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,new,Mazda,CX-5,2023,44557,2708,1098,0,SP877,45
D141340,2023-10-03,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,new,Mazda,CX-90,2023,47840,2756,1464,2,SP462,43
D125807,2023-10-03,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,new,Nissan,Altima,2023,36363,2058,809,0,SP788,28
D125817,2023-10-03,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,used,Nissan,Rogue,2022,30120,2745,485,3,SP497,19
D126970,2023-10-03,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,new,Nissan,Altima,2023,48457,3044,810,1,SP941,20
D128384,2023-10-03,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,new,Nissan,Kicks,2023,47506,1584,874,3,SP731,2
D129472,2023-10-03,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,used,Toyota,Tacoma,2022,24898,2980,1172,3,SP456,2
D142988,2023-10-03,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,used,Toyota,Tundra,2018,18791,2050,1163,0,SP992,37
D144839,2023-10-03,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,new,Subaru,Crosstrek,2023,28924,2515,823,1,SP338,34
D101370,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,used,Kia,Sportage,2021,18723,1692,563,1,SP143,30
D101815,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,used,Toyota,Tundra,2017,23603,2037,1128,3,SP599,4
D103489,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,new,Toyota,Corolla,2023,36387,1101,603,1,SP324,42
D105600,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,new,Toyota,RAV4,2023,43156,1737,917,3,SP685,16
D106557,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,new,Toyota,RAV4,2023,40446,2882,509,0,SP475,37
D106808,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,new,Toyota,Tundra,2023,38458,1993,684,3,SP685,35
D107080,2023-10-03,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,new,Toyota,Highlander,2023,36176,1491,527,0,SP628,33
D151509,2023-10-03,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,used,Volkswagen,ID.4,2021,20327,2455,1059,1,SP194,16
D152569,2023-10-03,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,ID.4,2023,33238,3012,620,0,SP469,26
D197867,2023-10-04,Harbor Motor Group,Harbor BMW,Dealer Website,internet,used,Nissan,Frontier,2021,33768,4840,2780,1,SP961,39
D199142,2023-10-04,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,new,BMW,X1,2023,50207,1581,743,1,SP271,33
D199972,2023-10-04,Harbor Motor Group,Harbor BMW,Walk In,showroom,new,BMW,X1,2023,52600,4303,2611,2,SP271,15
D180080,2023-10-04,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,new,Chevrolet,Trax,2023,34055,1974,1106,1,SP983,27
D182374,2023-10-04,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Malibu,2023,36629,2310,583,3,SP374,16
D182384,2023-10-04,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,used,Jeep Ram,Wrangler,2022,27300,2012,1051,2,SP942,38
D173906,2023-10-04,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,new,Ford,Mustang,2023,39871,2166,1376,1,SP946,11
D173910,2023-10-04,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,used,Ford,Explorer,2016,22369,3077,670,0,SP215,9
D175742,2023-10-04,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,new,Ford,F-150,2023,39850,1078,784,2,SP519,15
D167496,2023-10-04,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,new,Honda,HR-V,2023,45802,2395,628,1,SP102,11
D167964,2023-10-04,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,used,Nissan,Frontier,2017,27850,1587,994,1,SP961,9
D168307,2023-10-04,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,used,Honda,CR-V,2016,29016,2668,591,0,SP691,24
D170477,2023-10-04,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,used,Honda,Accord,2022,23349,2472,1277,2,SP768,6
D192853,2023-10-04,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Ram 1500,2023,37164,2137,756,1,SP484,13
D192861,2023-10-04,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,new,Jeep Ram,Gladiator,2023,37805,3605,649,0,SP164,38
D194688,2023-10-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,new,Jeep Ram,Compass,2023,45652,3006,909,2,SP525,14
D195443,2023-10-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,new,Jeep Ram,Grand Cherokee,2023,47715,2860,1207,1,SP439,10
D184876,2023-10-04,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,new,Kia,Seltos,2023,40908,2657,1420,2,SP106,9
D185176,2023-10-04,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,new,Kia,Forte,2023,35662,2631,827,1,SP356,40
D186595,2023-10-04,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,used,Kia,K5,2019,22078,1811,589,3,SP356,26
D186848,2023-10-04,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,new,Kia,Seltos,2023,42664,2678,1025,2,SP841,42
D188989,2023-10-04,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,used,Subaru,Crosstrek,2021,29719,1418,663,1,SP511,37
D189156,2023-10-04,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,Impreza,2023,37564,2784,1881,0,SP511,44
D190393,2023-10-04,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,new,Subaru,Outback,2023,33095,3086,2043,2,SP108,8
D190394,2023-10-04,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,new,Subaru,WRX,2023,41393,2565,2127,0,SP552,14
D191393,2023-10-04,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,used,Subaru,Forester,2016,20710,2771,816,2,SP827,41
D160660,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,RAV4,2023,35048,1819,961,3,SP151,4
D161581,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Camry,2023,48559,2958,875,0,SP817,13
D161589,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Corolla,2023,47313,1701,641,2,SP858,32
D161604,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Tundra,2023,48832,1961,552,1,SP648,0
D161624,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Toyota,Tundra,2020,19257,2741,1273,0,SP361,33
D163204,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,RAV4,2023,41702,1101,481,1,SP332,27
D163222,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Tundra,2023,44614,1543,368,1,SP192,0
D163229,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,used,Toyota,Tundra,2022,27945,1343,772,2,SP122,8
D164256,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,used,Subaru,WRX,2017,23795,2418,1194,2,SP397,1
D166415,2023-10-04,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,used,Toyota,Tundra,2022,23810,2059,326,2,SP151,10
D153713,2023-10-04,Summit Auto Group,Summit BMW,Autotrader,internet,new,BMW,X5,2023,73466,3414,1542,0,SP645,15
D153719,2023-10-04,Summit Auto Group,Summit BMW,Autotrader,internet,used,Subaru,WRX,2018,30153,3528,716,3,SP505,2
D155167,2023-10-04,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,X5,2023,53374,3510,2638,1,SP751,7
D155178,2023-10-04,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,3 Series,2023,55788,4949,1770,1,SP715,9
D157484,2023-10-04,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,X3,2023,54710,3735,1774,3,SP751,41
D157496,2023-10-04,Summit Auto Group,Summit BMW,Walk-In,showroom,used,Toyota,RAV4,2021,36262,4074,1989,1,SP920,9
D158502,2023-10-04,Summit Auto Group,Summit BMW,Inbound Phone,phone,used,BMW,5 Series,2019,35875,3261,951,0,SP645,40
D159285,2023-10-04,Summit Auto Group,Summit BMW,Chat,chat,used,BMW,X5,2016,29889,2425,612,0,SP464,39
D121211,2023-10-04,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,used,Toyota,Tundra,2019,23072,1967,1386,1,SP448,20
