period,group,store,channel,sessions,users,vdp_views,conversions
2023-12,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,2129,1545,1143,39
2023-12,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1703,1250,832,42
2023-12,Harbor Motor Group,Harbor Toyota Bayview,Referral,1277,1093,614,31
2023-12,Harbor Motor Group,Harbor Toyota Bayview,Email,1064,875,612,17
2023-12,Summit Auto Group,Summit BMW,Organic Search,5754,4527,2745,136
2023-12,Summit Auto Group,Summit BMW,Paid Search,3554,2812,2155,94
2023-12,Summit Auto Group,Summit BMW,Direct,2707,2256,1676,59
2023-12,Summit Auto Group,Summit BMW,Organic Social,1692,1360,906,41
2023-12,Summit Auto Group,Summit BMW,Paid Social,1353,1152,736,36
2023-12,Summit Auto Group,Summit BMW,Referral,1015,744,619,26
2023-12,Summit Auto Group,Summit BMW,Email,846,663,411,16
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,6270,5373,3506,75
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3872,3151,2143,57
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2950,2495,1767,72
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1844,1338,919,38
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1475,1116,685,33
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Referral,1106,898,661,14
2023-12,Summit Auto Group,Summit Chevrolet Glenpark,Email,922,683,502,16
2023-12,Summit Auto Group,Summit Ford Rivera,Organic Search,6768,5740,3150,109
2023-12,Summit Auto Group,Summit Ford Rivera,Paid Search,4180,3131,2355,106
2023-12,Summit Auto Group,Summit Ford Rivera,Direct,3185,2404,1706,80
2023-12,Summit Auto Group,Summit Ford Rivera,Organic Social,1990,1502,1229,42
2023-12,Summit Auto Group,Summit Ford Rivera,Paid Social,1592,1272,840,34
2023-12,Summit Auto Group,Summit Ford Rivera,Referral,1194,871,703,12
2023-12,Summit Auto Group,Summit Ford Rivera,Email,995,727,506,15
2023-12,Summit Auto Group,Summit Honda Westland,Organic Search,5716,4214,3148,111
2023-12,Summit Auto Group,Summit Honda Westland,Paid Search,3530,2889,1749,91
2023-12,Summit Auto Group,Summit Honda Westland,Direct,2690,2219,1314,33
2023-12,Summit Auto Group,Summit Honda Westland,Organic Social,1681,1439,845,37
2023-12,Summit Auto Group,Summit Honda Westland,Paid Social,1345,978,774,32
2023-12,Summit Auto Group,Summit Honda Westland,Referral,1008,862,608,26
2023-12,Summit Auto Group,Summit Honda Westland,Email,840,680,503,20
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,3874,3013,2386,83
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2392,1982,1078,27
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Direct,1823,1514,883,40
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1139,873,689,20
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,911,744,489,23
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Referral,683,513,360,10
2023-12,Summit Auto Group,Summit Hyundai Oakhurst,Email,569,449,316,8
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5681,4772,3238,97
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3509,3004,1712,71
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2673,1936,1237,58
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1671,1263,855,22
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1336,1135,607,36
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,1002,820,578,17
2023-12,Summit Auto Group,Summit Jeep Ram Clearwater,Email,835,715,453,17
2023-12,Summit Auto Group,Summit Kia Brookfield,Organic Search,3990,3414,1962,89
2023-12,Summit Auto Group,Summit Kia Brookfield,Paid Search,2464,1979,1427,65
2023-12,Summit Auto Group,Summit Kia Brookfield,Direct,1877,1609,965,28
2023-12,Summit Auto Group,Summit Kia Brookfield,Organic Social,1173,983,631,14
2023-12,Summit Auto Group,Summit Kia Brookfield,Paid Social,938,683,445,11
2023-12,Summit Auto Group,Summit Kia Brookfield,Referral,704,588,345,16
2023-12,Summit Auto Group,Summit Kia Brookfield,Email,586,431,353,9
2023-12,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3236,2577,1479,41
2023-12,Summit Auto Group,Summit Mazda Lakeside,Paid Search,1998,1607,1193,27
2023-12,Summit Auto Group,Summit Mazda Lakeside,Direct,1522,1208,910,39
2023-12,Summit Auto Group,Summit Mazda Lakeside,Organic Social,951,718,557,22
2023-12,Summit Auto Group,Summit Mazda Lakeside,Paid Social,761,648,419,16
2023-12,Summit Auto Group,Summit Mazda Lakeside,Referral,571,430,330,13
2023-12,Summit Auto Group,Summit Mazda Lakeside,Email,475,363,234,9
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4831,3947,2360,116
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2983,2240,1372,29
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Direct,2273,1801,1277,56
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1420,1088,652,39
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1136,955,623,15
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Referral,852,649,471,18
2023-12,Summit Auto Group,Summit Nissan Ridgemont,Email,710,576,384,17
2023-12,Summit Auto Group,Summit Subaru Northgate,Organic Search,4170,3161,2185,99
2023-12,Summit Auto Group,Summit Subaru Northgate,Paid Search,2575,2006,1357,37
2023-12,Summit Auto Group,Summit Subaru Northgate,Direct,1962,1579,1148,35
2023-12,Summit Auto Group,Summit Subaru Northgate,Organic Social,1226,1049,682,27
2023-12,Summit Auto Group,Summit Subaru Northgate,Paid Social,981,763,461,25
2023-12,Summit Auto Group,Summit Subaru Northgate,Referral,735,557,382,20
2023-12,Summit Auto Group,Summit Subaru Northgate,Email,613,489,363,12
2023-12,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7061,5351,3839,144
2023-12,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4361,3525,2043,113
2023-12,Summit Auto Group,Summit Toyota of Fairview,Direct,3323,2620,2001,64
2023-12,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2076,1690,1188,57
2023-12,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1661,1294,903,38
2023-12,Summit Auto Group,Summit Toyota of Fairview,Referral,1246,956,567,13
2023-12,Summit Auto Group,Summit Toyota of Fairview,Email,1038,888,634,23
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3394,2839,1767,88
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2096,1542,1055,28
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1597,1203,726,34
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,998,753,558,25
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,798,581,424,14
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Referral,598,482,347,10
2023-12,Summit Auto Group,Summit Volkswagen Eastdale,Email,499,398,298,11
2024-01,Harbor Motor Group,Harbor BMW,Organic Search,6089,4913,3289,102
2024-01,Harbor Motor Group,Harbor BMW,Paid Search,3761,3112,2096,52
2024-01,Harbor Motor Group,Harbor BMW,Direct,2865,2439,1420,29
2024-01,Harbor Motor Group,Harbor BMW,Organic Social,1791,1492,957,23
2024-01,Harbor Motor Group,Harbor BMW,Paid Social,1432,1185,678,18
2024-01,Harbor Motor Group,Harbor BMW,Referral,1074,773,512,18
2024-01,Harbor Motor Group,Harbor BMW,Email,895,677,424,12
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,4555,3535,2211,119
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,2813,2207,1376,28
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2143,1788,1142,28
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1339,1114,766,34
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1071,887,554,12
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Referral,803,654,424,17
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Email,669,572,351,11
2024-01,Harbor Motor Group,Harbor Ford Portside,Organic Search,6975,5915,3224,177
2024-01,Harbor Motor Group,Harbor Ford Portside,Paid Search,4308,3316,2496,112
2024-01,Harbor Motor Group,Harbor Ford Portside,Direct,3282,2428,1851,50
2024-01,Harbor Motor Group,Harbor Ford Portside,Organic Social,2051,1597,1110,50
2024-01,Harbor Motor Group,Harbor Ford Portside,Paid Social,1641,1321,823,35
2024-01,Harbor Motor Group,Harbor Ford Portside,Referral,1230,930,589,20
2024-01,Harbor Motor Group,Harbor Ford Portside,Email,1025,816,566,12
2024-01,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6323,4860,3209,111
2024-01,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3905,3217,2081,53
2024-01,Harbor Motor Group,Harbor Honda Seaside,Direct,2975,2165,1665,33
2024-01,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1859,1552,913,45
2024-01,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1487,1095,789,34
2024-01,Harbor Motor Group,Harbor Honda Seaside,Referral,1115,885,558,26
2024-01,Harbor Motor Group,Harbor Honda Seaside,Email,929,779,438,19
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,5069,3917,2440,79
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,3130,2457,1608,76
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2385,1820,1395,55
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1490,1267,918,20
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1192,918,714,18
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,894,660,433,13
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,745,602,380,15
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,3560,2761,1850,56
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2198,1884,1275,54
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1675,1258,930,28
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1047,768,634,16
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,837,661,432,22
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Referral,628,466,373,13
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Email,523,422,250,8
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3012,2386,1562,81
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1860,1468,916,31
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1417,1053,734,36
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,885,711,447,18
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,708,602,425,14
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Referral,531,435,312,6
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Email,442,379,245,5
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6041,4491,3034,73
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,3731,3031,1899,97
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Direct,2842,2058,1571,43
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1776,1446,934,22
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1421,1181,648,34
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Referral,1066,903,530,19
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Email,888,671,514,21
2024-01,Summit Auto Group,Summit BMW,Organic Search,6352,4637,3812,165
2024-01,Summit Auto Group,Summit BMW,Paid Search,3923,3151,2168,94
2024-01,Summit Auto Group,Summit BMW,Direct,2989,2548,1846,62
2024-01,Summit Auto Group,Summit BMW,Organic Social,1868,1366,994,29
2024-01,Summit Auto Group,Summit BMW,Paid Social,1494,1221,825,40
2024-01,Summit Auto Group,Summit BMW,Referral,1120,928,555,30
2024-01,Summit Auto Group,Summit BMW,Email,934,789,514,18
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5440,4274,2716,55
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3360,2747,1653,92
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2560,1970,1485,63
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1600,1340,847,20
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1280,1083,692,26
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Referral,960,714,587,14
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Email,800,590,437,13
2024-01,Summit Auto Group,Summit Ford Rivera,Organic Search,6126,5196,3674,134
2024-01,Summit Auto Group,Summit Ford Rivera,Paid Search,3784,3027,1898,82
2024-01,Summit Auto Group,Summit Ford Rivera,Direct,2883,2096,1736,40
2024-01,Summit Auto Group,Summit Ford Rivera,Organic Social,1802,1453,959,46
2024-01,Summit Auto Group,Summit Ford Rivera,Paid Social,1441,1123,722,22
2024-01,Summit Auto Group,Summit Ford Rivera,Referral,1081,897,540,22
2024-01,Summit Auto Group,Summit Ford Rivera,Email,901,709,474,23
2024-01,Summit Auto Group,Summit Honda Westland,Organic Search,5912,4861,2720,115
2024-01,Summit Auto Group,Summit Honda Westland,Paid Search,3652,3000,1979,94
2024-01,Summit Auto Group,Summit Honda Westland,Direct,2782,2295,1356,54
2024-01,Summit Auto Group,Summit Honda Westland,Organic Social,1739,1260,1037,37
2024-01,Summit Auto Group,Summit Honda Westland,Paid Social,1391,1068,691,16
2024-01,Summit Auto Group,Summit Honda Westland,Referral,1043,777,484,24
2024-01,Summit Auto Group,Summit Honda Westland,Email,869,656,411,14
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4659,3814,2284,79
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2877,2305,1439,35
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2192,1864,1347,31
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1370,1176,789,24
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1096,810,569,29
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Referral,822,705,449,11
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Email,685,526,336,16
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5398,4440,2655,67
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3334,2434,1961,60
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2540,2060,1446,68
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1587,1151,801,28
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1270,1016,665,28
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,952,784,576,12
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Email,793,662,410,15
2024-01,Summit Auto Group,Summit Kia Brookfield,Organic Search,3882,3314,2042,107
2024-01,Summit Auto Group,Summit Kia Brookfield,Paid Search,2397,1769,1239,27
2024-01,Summit Auto Group,Summit Kia Brookfield,Direct,1827,1368,1094,40
2024-01,Summit Auto Group,Summit Kia Brookfield,Organic Social,1141,841,546,27
2024-01,Summit Auto Group,Summit Kia Brookfield,Paid Social,913,784,494,17
2024-01,Summit Auto Group,Summit Kia Brookfield,Referral,685,567,364,13
2024-01,Summit Auto Group,Summit Kia Brookfield,Email,570,416,320,13
2024-01,Summit Auto Group,Summit Mazda Lakeside,Organic Search,2803,2204,1395,52
2024-01,Summit Auto Group,Summit Mazda Lakeside,Paid Search,1731,1332,1009,37
2024-01,Summit Auto Group,Summit Mazda Lakeside,Direct,1319,1074,698,18
2024-01,Summit Auto Group,Summit Mazda Lakeside,Organic Social,824,695,490,21
2024-01,Summit Auto Group,Summit Mazda Lakeside,Paid Social,659,476,320,11
2024-01,Summit Auto Group,Summit Mazda Lakeside,Referral,494,418,237,9
2024-01,Summit Auto Group,Summit Mazda Lakeside,Email,412,315,215,8
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,5219,4028,3073,85
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,3223,2381,1817,71
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Direct,2456,1873,1240,41
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1535,1300,806,41
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1228,905,617,17
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Referral,921,684,529,9
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Email,767,659,437,12
2024-01,Summit Auto Group,Summit Subaru Northgate,Organic Search,3325,2784,1579,33
2024-01,Summit Auto Group,Summit Subaru Northgate,Paid Search,2054,1752,1140,25
2024-01,Summit Auto Group,Summit Subaru Northgate,Direct,1565,1245,911,26
2024-01,Summit Auto Group,Summit Subaru Northgate,Organic Social,978,781,500,16
2024-01,Summit Auto Group,Summit Subaru Northgate,Paid Social,782,573,434,12
2024-01,Summit Auto Group,Summit Subaru Northgate,Referral,586,477,361,16
2024-01,Summit Auto Group,Summit Subaru Northgate,Email,489,367,226,8
2024-01,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7162,5311,4114,189
2024-01,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4423,3363,2365,78
2024-01,Summit Auto Group,Summit Toyota of Fairview,Direct,3370,2575,1751,59
2024-01,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2106,1732,1208,37
2024-01,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1685,1367,881,22
2024-01,Summit Auto Group,Summit Toyota of Fairview,Referral,1263,1056,700,33
2024-01,Summit Auto Group,Summit Toyota of Fairview,Email,1053,826,570,28
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3008,2191,1551,66
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,1858,1430,1125,49
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1415,1092,700,30
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,884,693,495,20
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,707,536,371,18
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Referral,530,394,266,7
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Email,442,351,236,9
2024-02,Harbor Motor Group,Harbor BMW,Organic Search,5112,4018,2376,98
2024-02,Harbor Motor Group,Harbor BMW,Paid Search,3157,2664,1665,54
2024-02,Harbor Motor Group,Harbor BMW,Direct,2405,1942,1109,25
2024-02,Harbor Motor Group,Harbor BMW,Organic Social,1503,1083,913,15
2024-02,Harbor Motor Group,Harbor BMW,Paid Social,1202,915,594,32
2024-02,Harbor Motor Group,Harbor BMW,Referral,902,745,475,13
2024-02,Harbor Motor Group,Harbor BMW,Email,751,591,339,12
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,4916,3758,2491,137
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3036,2285,1867,51
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2313,1887,1050,30
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1446,1154,708,38
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1156,941,714,27
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Referral,867,690,496,9
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Email,723,612,441,16
2024-02,Harbor Motor Group,Harbor Ford Portside,Organic Search,6234,5269,3751,159
2024-02,Harbor Motor Group,Harbor Ford Portside,Paid Search,3850,2845,2199,40
2024-02,Harbor Motor Group,Harbor Ford Portside,Direct,2933,2336,1758,33
2024-02,Harbor Motor Group,Harbor Ford Portside,Organic Social,1833,1545,908,22
2024-02,Harbor Motor Group,Harbor Ford Portside,Paid Social,1466,1151,820,34
2024-02,Harbor Motor Group,Harbor Ford Portside,Referral,1100,921,521,15
2024-02,Harbor Motor Group,Harbor Ford Portside,Email,916,767,471,11
2024-02,Harbor Motor Group,Harbor Honda Seaside,Organic Search,5677,4768,3150,137
2024-02,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3506,2807,1937,82
2024-02,Harbor Motor Group,Harbor Honda Seaside,Direct,2671,1955,1549,51
