period,group,store,opcode_family,ro_count,labor_revenue,parts_revenue,customer_pay,avg_hours
2024-01,Harbor Motor Group,Harbor BMW,Warranty,49,7618,8763,0,2.5
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,207,46056,18893,1,2.2
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Repair,121,29742,11033,1,1.4
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Tires,40,6803,4138,1,1.2
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Recall,27,5082,2819,0,1.7
2024-01,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,54,12526,7802,0,1.5
2024-01,Harbor Motor Group,Harbor Ford Portside,Maintenance,225,51468,39683,1,1.8
2024-01,Harbor Motor Group,Harbor Ford Portside,Repair,132,31873,24004,1,2.9
2024-01,Harbor Motor Group,Harbor Ford Portside,Tires,44,10622,8655,1,2.4
2024-01,Harbor Motor Group,Harbor Ford Portside,Recall,29,7273,3080,0,3.1
2024-01,Harbor Motor Group,Harbor Ford Portside,Warranty,58,9526,8865,0,1.6
2024-01,Harbor Motor Group,Harbor Honda Seaside,Maintenance,222,35282,25375,1,2.8
2024-01,Harbor Motor Group,Harbor Honda Seaside,Repair,130,24704,26055,1,1.1
2024-01,Harbor Motor Group,Harbor Honda Seaside,Tires,43,6344,4829,1,1.2
2024-01,Harbor Motor Group,Harbor Honda Seaside,Recall,28,7041,3060,0,3.1
2024-01,Harbor Motor Group,Harbor Honda Seaside,Warranty,57,12698,6001,0,1.3
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,159,31602,18333,1,2.6
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,93,19195,15357,1,3.3
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,31,7687,5005,1,0.9
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,20,3784,2915,0,2.1
2024-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,41,7119,4341,0,1.7
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,132,20268,13135,1,1.8
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Repair,77,11187,10656,1,2.4
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Tires,25,5422,4945,1,1.8
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Recall,17,3024,1833,0,2.9
2024-01,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,34,6397,5484,0,2.7
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,110,19113,17506,1,2.8
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Repair,64,12259,13282,1,2.9
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Tires,21,4127,4037,1,1.2
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Recall,14,2863,2386,0,1.7
2024-01,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,28,7019,3983,0,2.4
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,241,48107,32228,1,1.0
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Repair,142,34356,20370,1,1.1
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Tires,47,10142,5116,1,2.1
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Recall,31,7240,4828,0,3.3
2024-01,Harbor Motor Group,Harbor Toyota Bayview,Warranty,63,9918,10652,0,2.1
2024-01,Summit Auto Group,Summit BMW,Maintenance,187,40231,35400,1,1.6
2024-01,Summit Auto Group,Summit BMW,Repair,109,16643,20552,1,2.8
2024-01,Summit Auto Group,Summit BMW,Tires,36,5456,6137,1,1.8
2024-01,Summit Auto Group,Summit BMW,Recall,24,3734,3956,0,2.2
2024-01,Summit Auto Group,Summit BMW,Warranty,48,10765,10029,0,1.1
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,197,49064,40925,1,1.6
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Repair,115,26010,11476,1,3.2
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Tires,38,9495,6161,1,2.8
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Recall,25,5497,2568,0,1.5
2024-01,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,51,9482,8152,0,1.1
2024-01,Summit Auto Group,Summit Ford Rivera,Maintenance,236,34299,24188,1,3.1
2024-01,Summit Auto Group,Summit Ford Rivera,Repair,138,29726,28962,1,2.3
2024-01,Summit Auto Group,Summit Ford Rivera,Tires,46,6516,8580,1,3.3
2024-01,Summit Auto Group,Summit Ford Rivera,Recall,30,4407,5865,0,1.0
2024-01,Summit Auto Group,Summit Ford Rivera,Warranty,61,13846,6544,0,1.0
2024-01,Summit Auto Group,Summit Honda Westland,Maintenance,232,52772,41032,1,1.8
2024-01,Summit Auto Group,Summit Honda Westland,Repair,136,20917,26283,1,2.2
2024-01,Summit Auto Group,Summit Honda Westland,Tires,45,11336,5044,1,1.4
2024-01,Summit Auto Group,Summit Honda Westland,Recall,30,7754,3923,0,2.6
2024-01,Summit Auto Group,Summit Honda Westland,Warranty,60,14293,11356,0,1.1
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,147,21350,30584,1,2.4
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Repair,86,21555,14203,1,2.3
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Tires,28,7056,4460,1,2.9
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,4130,3763,0,2.9
2024-01,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,38,8216,4253,0,2.2
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,186,44330,36983,1,1.9
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,109,25040,10065,1,0.9
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,36,5525,3524,1,1.9
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,24,4054,3306,0,1.5
2024-01,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,48,10960,9830,0,2.5
2024-01,Summit Auto Group,Summit Kia Brookfield,Maintenance,128,31862,22922,1,1.7
2024-01,Summit Auto Group,Summit Kia Brookfield,Repair,75,14274,14973,1,1.4
2024-01,Summit Auto Group,Summit Kia Brookfield,Tires,25,6481,3479,1,3.2
2024-01,Summit Auto Group,Summit Kia Brookfield,Recall,16,3684,1825,0,1.3
2024-01,Summit Auto Group,Summit Kia Brookfield,Warranty,33,6250,6277,0,1.5
2024-01,Summit Auto Group,Summit Mazda Lakeside,Maintenance,114,19461,12170,1,2.7
2024-01,Summit Auto Group,Summit Mazda Lakeside,Repair,67,15554,11685,1,0.9
2024-01,Summit Auto Group,Summit Mazda Lakeside,Tires,22,4838,4545,1,2.9
2024-01,Summit Auto Group,Summit Mazda Lakeside,Recall,14,2165,1411,0,2.5
2024-01,Summit Auto Group,Summit Mazda Lakeside,Warranty,29,6468,4244,0,2.6
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,178,43893,19546,1,1.8
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Repair,105,21148,19316,1,2.5
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Tires,35,7499,5249,1,2.6
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Recall,23,4754,2567,0,1.1
2024-01,Summit Auto Group,Summit Nissan Ridgemont,Warranty,46,11869,4944,0,3.1
2024-01,Summit Auto Group,Summit Subaru Northgate,Maintenance,124,20824,23054,1,1.9
2024-01,Summit Auto Group,Summit Subaru Northgate,Repair,72,15476,13130,1,1.2
2024-01,Summit Auto Group,Summit Subaru Northgate,Tires,24,4261,3503,1,1.1
2024-01,Summit Auto Group,Summit Subaru Northgate,Recall,16,3105,3093,0,2.5
2024-01,Summit Auto Group,Summit Subaru Northgate,Warranty,32,5576,6339,0,2.7
2024-01,Summit Auto Group,Summit Toyota of Fairview,Maintenance,253,53098,48936,1,3.2
2024-01,Summit Auto Group,Summit Toyota of Fairview,Repair,148,25506,20806,1,1.2
2024-01,Summit Auto Group,Summit Toyota of Fairview,Tires,49,8339,8917,1,1.4
2024-01,Summit Auto Group,Summit Toyota of Fairview,Recall,33,5173,6704,0,0.9
2024-01,Summit Auto Group,Summit Toyota of Fairview,Warranty,66,13800,10721,0,2.6
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,94,15961,19456,1,3.4
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Repair,55,13690,9639,1,1.3
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Tires,18,2726,2817,1,1.2
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Recall,12,2282,2407,0,1.9
2024-01,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,24,3724,2694,0,1.5
2024-02,Harbor Motor Group,Harbor BMW,Maintenance,174,38860,29301,1,1.8
2024-02,Harbor Motor Group,Harbor BMW,Repair,102,24417,16554,1,3.0
2024-02,Harbor Motor Group,Harbor BMW,Tires,34,6766,6844,1,2.9
2024-02,Harbor Motor Group,Harbor BMW,Recall,22,3738,2784,0,1.4
2024-02,Harbor Motor Group,Harbor BMW,Warranty,45,7398,4957,0,2.7
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,176,40110,35450,1,1.6
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Repair,103,20960,16803,1,2.2
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Tires,34,5361,5811,1,1.2
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Recall,22,3274,3370,0,1.8
2024-02,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,45,6732,4817,0,1.6
2024-02,Harbor Motor Group,Harbor Ford Portside,Maintenance,195,49479,22851,1,0.8
2024-02,Harbor Motor Group,Harbor Ford Portside,Repair,115,21322,10464,1,2.3
2024-02,Harbor Motor Group,Harbor Ford Portside,Tires,38,8380,7143,1,2.8
2024-02,Harbor Motor Group,Harbor Ford Portside,Recall,25,5911,4808,0,1.1
2024-02,Harbor Motor Group,Harbor Ford Portside,Warranty,51,11847,5000,0,2.2
2024-02,Harbor Motor Group,Harbor Honda Seaside,Maintenance,195,34209,34277,1,1.2
2024-02,Harbor Motor Group,Harbor Honda Seaside,Repair,115,25183,13928,1,1.1
2024-02,Harbor Motor Group,Harbor Honda Seaside,Tires,38,6208,4688,1,3.1
2024-02,Harbor Motor Group,Harbor Honda Seaside,Recall,25,4572,3989,0,3.0
2024-02,Harbor Motor Group,Harbor Honda Seaside,Warranty,51,8646,9057,0,0.9
2024-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,193,37473,31188,1,0.9
2024-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,113,28698,17678,1,3.1
2024-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,37,5717,5832,1,0.8
2024-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,25,4571,3499,0,3.1
2024-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,50,8194,5173,0,1.4
2024-02,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,151,31746,26993,1,3.3
2024-02,Harbor Motor Group,Harbor Kia Lighthouse,Repair,89,17166,16147,1,2.1
2024-02,Harbor Motor Group,Harbor Kia Lighthouse,Tires,29,6901,4992,1,1.1
2024-02,Harbor Motor Group,Harbor Kia Lighthouse,Recall,19,3103,3490,0,0.8
2024-02,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,39,6060,6237,0,1.9
2024-02,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,103,18340,19076,1,2.5
2024-02,Harbor Motor Group,Harbor Subaru Tidewater,Repair,60,14708,7738,1,0.9
2024-02,Harbor Motor Group,Harbor Subaru Tidewater,Tires,20,4053,3227,1,1.3
2024-02,Harbor Motor Group,Harbor Subaru Tidewater,Recall,13,2280,2414,0,2.2
2024-02,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,27,3829,3361,0,1.6
2024-02,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,229,35898,38363,1,2.1
2024-02,Harbor Motor Group,Harbor Toyota Bayview,Repair,134,26476,19702,1,2.9
2024-02,Harbor Motor Group,Harbor Toyota Bayview,Tires,44,8863,6445,1,2.8
2024-02,Harbor Motor Group,Harbor Toyota Bayview,Recall,29,6123,4432,0,1.0
2024-02,Harbor Motor Group,Harbor Toyota Bayview,Warranty,59,15094,12355,0,3.2
2024-02,Summit Auto Group,Summit BMW,Maintenance,200,50972,36670,1,1.2
2024-02,Summit Auto Group,Summit BMW,Repair,117,17788,15600,1,1.8
2024-02,Summit Auto Group,Summit BMW,Tires,39,8994,5272,1,1.2
2024-02,Summit Auto Group,Summit BMW,Recall,26,4748,5320,0,2.4
2024-02,Summit Auto Group,Summit BMW,Warranty,52,11388,7675,0,3.0
2024-02,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,192,42202,24016,1,2.5
2024-02,Summit Auto Group,Summit Chevrolet Glenpark,Repair,112,20883,11742,1,2.8
2024-02,Summit Auto Group,Summit Chevrolet Glenpark,Tires,37,9381,5088,1,2.7
2024-02,Summit Auto Group,Summit Chevrolet Glenpark,Recall,25,5981,4483,0,2.9
2024-02,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,50,12070,10456,0,0.9
2024-02,Summit Auto Group,Summit Ford Rivera,Maintenance,259,63059,50096,1,1.9
2024-02,Summit Auto Group,Summit Ford Rivera,Repair,152,31425,28002,1,3.4
2024-02,Summit Auto Group,Summit Ford Rivera,Tires,50,8612,4826,1,2.8
2024-02,Summit Auto Group,Summit Ford Rivera,Recall,33,7529,5739,0,1.1
2024-02,Summit Auto Group,Summit Ford Rivera,Warranty,67,15341,7688,0,1.5
2024-02,Summit Auto Group,Summit Honda Westland,Maintenance,198,30300,39508,1,2.0
2024-02,Summit Auto Group,Summit Honda Westland,Repair,116,29459,11597,1,1.5
2024-02,Summit Auto Group,Summit Honda Westland,Tires,38,8501,6678,1,1.8
2024-02,Summit Auto Group,Summit Honda Westland,Recall,25,4484,4369,0,2.4
2024-02,Summit Auto Group,Summit Honda Westland,Warranty,51,12427,8452,0,1.2
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,143,23209,22138,1,1.7
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Repair,83,21534,13297,1,1.5
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Tires,27,5543,3254,1,2.1
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Recall,18,3590,3136,0,2.2
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,37,5526,3646,0,3.0
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,182,46346,28517,1,2.0
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,106,20810,19798,1,1.8
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,35,7447,4076,1,3.3
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,23,5417,2643,0,1.9
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,47,11540,7865,0,2.8
2024-02,Summit Auto Group,Summit Kia Brookfield,Maintenance,151,37507,16094,1,1.0
2024-02,Summit Auto Group,Summit Kia Brookfield,Repair,88,14493,12013,1,2.2
2024-02,Summit Auto Group,Summit Kia Brookfield,Tires,29,4987,5545,1,1.1
2024-02,Summit Auto Group,Summit Kia Brookfield,Recall,19,3936,3857,0,1.8
2024-02,Summit Auto Group,Summit Kia Brookfield,Warranty,39,9481,4774,0,3.1
2024-02,Summit Auto Group,Summit Mazda Lakeside,Maintenance,103,21963,14028,1,1.7
2024-02,Summit Auto Group,Summit Mazda Lakeside,Repair,60,13945,7243,1,1.2
2024-02,Summit Auto Group,Summit Mazda Lakeside,Tires,20,4972,2917,1,1.1
2024-02,Summit Auto Group,Summit Mazda Lakeside,Recall,13,2358,1395,0,2.3
2024-02,Summit Auto Group,Summit Mazda Lakeside,Warranty,27,6747,4519,0,1.8
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,177,45004,32188,1,2.5
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Repair,104,21104,15363,1,1.9
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Tires,34,8589,4842,1,2.4
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Recall,23,4307,3160,0,1.4
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Warranty,46,11779,6497,0,2.3
2024-02,Summit Auto Group,Summit Subaru Northgate,Maintenance,110,20277,16363,1,2.6
2024-02,Summit Auto Group,Summit Subaru Northgate,Repair,65,12578,6641,1,3.2
2024-02,Summit Auto Group,Summit Subaru Northgate,Tires,21,3352,1989,1,1.0
2024-02,Summit Auto Group,Summit Subaru Northgate,Recall,14,2971,2504,0,3.4
2024-02,Summit Auto Group,Summit Subaru Northgate,Warranty,28,4562,5291,0,1.8
2024-02,Summit Auto Group,Summit Toyota of Fairview,Maintenance,241,41655,46357,1,1.8
2024-02,Summit Auto Group,Summit Toyota of Fairview,Repair,142,34373,19848,1,1.0
2024-02,Summit Auto Group,Summit Toyota of Fairview,Tires,47,8220,9051,1,3.4
2024-02,Summit Auto Group,Summit Toyota of Fairview,Recall,31,5094,5248,0,3.1
2024-02,Summit Auto Group,Summit Toyota of Fairview,Warranty,63,11638,7427,0,1.9
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,88,18592,17357,1,1.5
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Repair,51,9429,7806,1,2.1
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Tires,17,4419,2777,1,3.1
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Recall,11,2824,1262,0,3.1
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,23,5225,3403,0,2.4
2024-03,Harbor Motor Group,Harbor BMW,Maintenance,177,45430,21335,1,2.3
2024-03,Harbor Motor Group,Harbor BMW,Repair,103,21216,14380,1,1.5
2024-03,Harbor Motor Group,Harbor BMW,Tires,34,7940,3960,1,2.1
2024-03,Harbor Motor Group,Harbor BMW,Recall,23,3967,2369,0,2.4
2024-03,Harbor Motor Group,Harbor BMW,Warranty,46,10879,7469,0,2.3
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,189,46758,24980,1,3.0
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Repair,111,17163,18788,1,1.1
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Tires,37,9188,7137,1,1.2
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Recall,24,4637,3109,0,3.1
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,49,7626,10080,0,2.5
2024-03,Harbor Motor Group,Harbor Ford Portside,Maintenance,207,29467,23488,1,2.5
2024-03,Harbor Motor Group,Harbor Ford Portside,Repair,121,16979,12950,1,1.5
2024-03,Harbor Motor Group,Harbor Ford Portside,Tires,40,9836,4054,1,1.3
2024-03,Harbor Motor Group,Harbor Ford Portside,Recall,27,6783,2711,0,2.0
2024-03,Harbor Motor Group,Harbor Ford Portside,Warranty,54,10508,7308,0,1.2
2024-03,Harbor Motor Group,Harbor Honda Seaside,Maintenance,218,31619,41952,1,1.1
2024-03,Harbor Motor Group,Harbor Honda Seaside,Repair,127,29308,11725,1,2.5
2024-03,Harbor Motor Group,Harbor Honda Seaside,Tires,42,7058,5495,1,1.8
2024-03,Harbor Motor Group,Harbor Honda Seaside,Recall,28,6374,2802,0,1.2
2024-03,Harbor Motor Group,Harbor Honda Seaside,Warranty,56,13700,10828,0,2.5
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,139,35994,22435,1,2.9
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,82,17020,12977,1,2.3
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,27,4429,4567,1,1.8
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,18,3640,2169,0,1.7
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,36,5848,5166,0,3.2
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,139,32802,18349,1,1.1
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Repair,82,16563,12740,1,2.4
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Tires,27,3830,5466,1,2.8
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Recall,18,3033,2246,0,2.3
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,36,5840,3375,0,3.3
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,123,21433,11914,1,3.0
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Repair,72,16544,7379,1,1.9
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Tires,24,4469,4317,1,1.9
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Recall,16,3015,1852,0,2.9
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,32,6387,3969,0,1.3
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,216,48877,25410,1,0.8
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Repair,127,30385,14590,1,2.4
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Tires,42,10338,3872,1,3.3
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Recall,28,5350,3870,0,3.0
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Warranty,56,9733,6309,0,2.1
2024-03,Summit Auto Group,Summit BMW,Maintenance,204,31339,29159,1,2.8
2024-03,Summit Auto Group,Summit BMW,Repair,120,29282,19781,1,0.9
2024-03,Summit Auto Group,Summit BMW,Tires,40,8262,4923,1,1.8
2024-03,Summit Auto Group,Summit BMW,Recall,26,3778,4849,0,1.4
2024-03,Summit Auto Group,Summit BMW,Warranty,53,8972,8691,0,1.0
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,160,22781,30165,1,3.1
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Repair,94,17521,13167,1,3.2
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Tires,31,7571,3199,1,1.5
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Recall,20,3379,3699,0,2.6
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,41,10385,5372,0,3.2
2024-03,Summit Auto Group,Summit Ford Rivera,Maintenance,228,44432,22418,1,3.4
2024-03,Summit Auto Group,Summit Ford Rivera,Repair,133,24649,15521,1,2.3
2024-03,Summit Auto Group,Summit Ford Rivera,Tires,44,6654,8346,1,2.0
2024-03,Summit Auto Group,Summit Ford Rivera,Recall,29,7070,3461,0,1.3
2024-03,Summit Auto Group,Summit Ford Rivera,Warranty,59,11583,10510,0,1.2
2024-03,Summit Auto Group,Summit Honda Westland,Maintenance,235,35935,31423,1,1.6
2024-03,Summit Auto Group,Summit Honda Westland,Repair,137,23931,21403,1,1.8
2024-03,Summit Auto Group,Summit Honda Westland,Tires,45,6861,4485,1,1.0
2024-03,Summit Auto Group,Summit Honda Westland,Recall,30,7501,2946,0,2.8
2024-03,Summit Auto Group,Summit Honda Westland,Warranty,61,12375,7766,0,2.3
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,143,21438,26005,1,1.0
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Repair,84,20143,9856,1,2.3
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Tires,28,4125,4770,1,1.6
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Recall,18,3418,2691,0,2.6
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,37,7892,6171,0,1.1
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,175,33289,33220,1,1.6
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,102,23731,9450,1,2.9
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,34,6943,6007,1,3.0
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,22,4402,3591,0,2.1
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,45,11655,5067,0,3.3
2024-03,Summit Auto Group,Summit Kia Brookfield,Maintenance,132,26319,17509,1,2.4
2024-03,Summit Auto Group,Summit Kia Brookfield,Repair,77,14982,7398,1,0.8
2024-03,Summit Auto Group,Summit Kia Brookfield,Tires,25,3918,3077,1,3.3
2024-03,Summit Auto Group,Summit Kia Brookfield,Recall,17,3438,1672,0,1.0
2024-03,Summit Auto Group,Summit Kia Brookfield,Warranty,34,6227,3743,0,2.5
2024-03,Summit Auto Group,Summit Mazda Lakeside,Maintenance,100,16072,14061,1,0.9
2024-03,Summit Auto Group,Summit Mazda Lakeside,Repair,59,9525,11146,1,1.5
2024-03,Summit Auto Group,Summit Mazda Lakeside,Tires,19,3435,3520,1,3.1
