period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2023-11,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,95,20,14,6,55993,
2023-11,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,60,2,1,1,4650,630
2023-11,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,55,4,2,2,7832,979
2023-11,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,80,5,3,2,12723,1819
2023-11,Harbor Motor Group,Harbor Chevrolet Marina,Radio Spot,campaign,1,0,0,0,0,280
2023-11,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,263,16,9,7,45357,3696
2023-11,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,166,16,9,7,42570,2728
2023-11,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,236,15,8,7,46275,3344
2023-11,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,308,44,24,20,150718,
2023-11,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,64,13,9,4,18943,
2023-11,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,44,10,7,3,19163,
2023-11,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,117,11,8,3,23552,5720
2023-11,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,86,28,20,8,103041,
2023-11,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,111,15,11,4,47282,
2023-11,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,69,4,2,2,10656,792
2023-11,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,75,4,2,2,9336,1232
2023-11,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,103,9,5,4,25620,2288
2023-11,Harbor Motor Group,Harbor Ford Portside,Radio Spot,campaign,3,0,0,0,0,352
2023-11,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,289,17,9,8,56640,3360
2023-11,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,134,10,6,4,29156,2480
2023-11,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,212,10,6,4,26076,3040
2023-11,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,347,39,21,18,145119,
2023-11,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,78,19,14,5,34216,
2023-11,Harbor Motor Group,Harbor Honda Seaside,Svc Conquest,service,39,13,9,4,23280,
2023-11,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,104,12,9,3,32712,5200
2023-11,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,87,33,24,9,118632,
2023-11,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,97,24,17,7,80019,
2023-11,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,70,3,2,1,7520,720
2023-11,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,65,3,2,1,5697,1120
2023-11,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,102,12,7,5,29955,2080
2023-11,Harbor Motor Group,Harbor Honda Seaside,Radio,campaign,2,0,0,0,0,320
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,199,16,9,7,53113,2772
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,121,19,10,9,52167,2046
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,184,13,7,6,31790,2508
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,285,28,15,13,106398,
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,53,22,16,6,33502,
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,44,12,9,3,27174,
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct Mail,campaign,83,10,7,3,26259,4290
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,56,19,14,5,73185,
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,83,10,7,3,29608,
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,62,2,1,1,5055,594
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,62,5,3,2,9355,924
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,77,1,1,0,2243,1716
2023-11,Harbor Motor Group,Harbor Jeep Ram Anchor,Radio Spot,campaign,2,0,0,0,0,264
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,185,11,6,5,29089,2184
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,96,7,4,3,23132,1612
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,136,7,4,3,18381,1976
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,210,28,15,13,89644,
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,49,11,8,3,17983,
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,33,10,7,3,20672,
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,75,10,7,3,21680,3380
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,56,21,15,6,81243,
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,69,16,12,4,55435,
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,51,2,1,1,4628,468
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,39,2,1,1,4412,728
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,78,7,4,3,16400,1352
2023-11,Harbor Motor Group,Harbor Kia Lighthouse,Radio Spot,campaign,1,0,0,0,0,208
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,137,6,3,3,17244,1974
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,87,3,2,1,9192,1457
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,154,11,6,5,26829,1786
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,217,27,15,12,91791,
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,37,8,6,2,15011,
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Service Conquest,service,23,2,1,1,4324,
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,59,7,5,2,18112,3055
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,49,23,17,6,81187,
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,61,13,9,4,37792,
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,39,1,1,0,2832,423
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,35,2,1,1,4593,658
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,67,5,3,2,13404,1222
2023-11,Harbor Motor Group,Harbor Subaru Tidewater,Radio Spot,campaign,1,0,0,0,0,188
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,265,26,14,12,71000,3990
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,166,7,4,3,18982,2945
2023-11,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,310,17,9,8,43761,3610
2023-11,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,361,44,24,20,168166,
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,90,28,20,8,47998,
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Svc Conquest,service,59,21,15,6,47510,
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Direct Mail,campaign,127,14,10,4,31531,6175
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,97,33,24,9,122776,
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,139,20,14,6,65806,
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,78,5,3,2,13553,855
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,76,0,0,0,0,1330
2023-11,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,127,6,3,3,14444,2470
2023-11,Harbor Motor Group,Harbor Toyota Bayview,Radio Spot,campaign,2,0,0,0,0,380
2023-11,Summit Auto Group,Summit BMW,Autotrader,internet,288,19,10,9,78538,3486
2023-11,Summit Auto Group,Summit BMW,Cars .com,internet,174,19,10,9,88972,2573
2023-11,Summit Auto Group,Summit BMW,cargurus.com,internet,209,24,13,11,97172,3154
2023-11,Summit Auto Group,Summit BMW,Dealer Website,internet,304,37,20,17,201569,
2023-11,Summit Auto Group,Summit BMW,Lease Return,campaign,61,18,13,5,54307,
2023-11,Summit Auto Group,Summit BMW,Service Conquest,service,53,5,4,1,15049,
2023-11,Summit Auto Group,Summit BMW,Direct Mail,campaign,121,9,6,3,33883,5395
2023-11,Summit Auto Group,Summit BMW,Walk-In,showroom,81,36,26,10,221531,
2023-11,Summit Auto Group,Summit BMW,Inbound Phone,phone,114,18,13,5,86396,
2023-11,Summit Auto Group,Summit BMW,Chat,chat,72,5,3,2,22563,747
2023-11,Summit Auto Group,Summit BMW,Facebook,internet,71,0,0,0,0,1162
2023-11,Summit Auto Group,Summit BMW,TrueCar,internet,111,8,4,4,32725,2158
2023-11,Summit Auto Group,Summit BMW,Radio,campaign,2,1,1,0,3868,332
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,263,13,7,6,40715,3276
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,163,14,8,6,42448,2418
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,202,19,10,9,56646,2964
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,323,34,19,15,108182,
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,74,20,14,6,38281,
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Svc Conquest,service,40,11,8,3,25319,
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Direct Mail,campaign,100,12,9,3,31301,5070
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,84,26,19,7,98817,
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,97,22,16,6,61032,
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,65,5,3,2,11629,702
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,82,2,1,1,4795,1092
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,100,9,5,4,23508,2028
2023-11,Summit Auto Group,Summit Chevrolet Glenpark,Radio Spot,campaign,2,0,0,0,0,312
2023-11,Summit Auto Group,Summit Ford Rivera,ATC,internet,264,23,13,10,72194,3864
2023-11,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,200,13,7,6,37616,2852
2023-11,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,300,16,9,7,45623,3496
2023-11,Summit Auto Group,Summit Ford Rivera,Website,internet,383,57,31,26,219449,
2023-11,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,88,38,27,11,68725,
2023-11,Summit Auto Group,Summit Ford Rivera,Service Conquest,service,61,13,9,4,27386,
2023-11,Summit Auto Group,Summit Ford Rivera,Direct Mail Q1,campaign,106,11,8,3,26862,5980
2023-11,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,82,29,21,8,93378,
2023-11,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,138,25,18,7,76639,
2023-11,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,76,3,2,1,8911,828
2023-11,Summit Auto Group,Summit Ford Rivera,Facebook,internet,69,8,4,4,17774,1288
2023-11,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,126,9,5,4,20594,2392
2023-11,Summit Auto Group,Summit Ford Rivera,Radio,campaign,3,0,0,0,0,368
2023-11,Summit Auto Group,Summit Honda Westland,auto trader,internet,310,20,11,9,58744,3612
2023-11,Summit Auto Group,Summit Honda Westland,Cars.com,internet,187,16,9,7,53527,2666
2023-11,Summit Auto Group,Summit Honda Westland,CarGurus,internet,260,15,8,7,43531,3268
2023-11,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,332,35,19,16,134918,
2023-11,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,74,23,17,6,36598,
2023-11,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,44,10,7,3,21732,
2023-11,Summit Auto Group,Summit Honda Westland,Direct Mail Q1,campaign,124,9,6,3,24604,5590
2023-11,Summit Auto Group,Summit Honda Westland,Walk In,showroom,81,32,23,9,121351,
2023-11,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,112,18,13,5,63797,
2023-11,Summit Auto Group,Summit Honda Westland,Website Chat,chat,70,5,3,2,14369,774
2023-11,Summit Auto Group,Summit Honda Westland,Facebook,internet,87,2,1,1,4205,1204
2023-11,Summit Auto Group,Summit Honda Westland,True Car,internet,109,4,2,2,11000,2236
2023-11,Summit Auto Group,Summit Honda Westland,Radio Spot,campaign,2,0,0,0,0,344
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,176,8,4,4,21725,2436
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,102,14,8,6,43358,1797
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,CarGurus,internet,195,18,10,8,48204,2204
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,233,28,15,13,85493,
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,43,8,6,2,14978,
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,36,8,6,2,18695,
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Direct Mail Q1,campaign,69,8,6,2,17231,3769
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,62,20,14,6,69865,
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,72,14,10,4,37593,
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,52,6,3,3,13512,522
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Facebook,internet,52,6,3,3,11584,812
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,86,10,6,4,24918,1508
2023-11,Summit Auto Group,Summit Hyundai Oakhurst,Radio,campaign,1,1,1,0,2119,231
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,217,16,9,7,47023,2982
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,143,18,10,8,56006,2201
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,179,10,6,4,31672,2698
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,334,42,23,19,127203,
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,61,21,15,6,30919,
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,36,9,6,3,17312,
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Direct Mail,campaign,104,9,6,3,23385,4615
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,67,26,19,7,95937,
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,111,27,19,8,87348,
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,66,5,3,2,11311,639
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,65,3,2,1,6025,994
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,96,3,2,1,8411,1846
2023-11,Summit Auto Group,Summit Jeep Ram Clearwater,Radio,campaign,2,0,0,0,0,284
2023-11,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,154,14,8,6,45527,2310
2023-11,Summit Auto Group,Summit Kia Brookfield,CARS,internet,98,8,4,4,22844,1705
2023-11,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,163,12,7,5,31229,2090
2023-11,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,231,24,13,11,87509,
2023-11,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,49,11,8,3,18969,
2023-11,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,29,6,4,2,11794,
2023-11,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,70,8,6,2,21969,3575
2023-11,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,46,15,11,4,61472,
2023-11,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,75,13,9,4,46649,
2023-11,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,50,7,4,3,20586,495
2023-11,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,45,3,2,1,7457,770
2023-11,Summit Auto Group,Summit Kia Brookfield,True Car,internet,76,6,3,3,13312,1430
2023-11,Summit Auto Group,Summit Kia Brookfield,Radio Spot,campaign,1,0,0,0,0,220
2023-11,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,155,14,8,6,43599,1848
2023-11,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,77,6,3,3,17527,1364
2023-11,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,130,7,4,3,17266,1672
2023-11,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,205,35,19,16,132596,
2023-11,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,34,9,6,3,16804,
2023-11,Summit Auto Group,Summit Mazda Lakeside,Svc Conquest,service,29,7,5,2,13211,
2023-11,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,49,3,2,1,7625,2860
2023-11,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,35,14,10,4,47907,
2023-11,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,59,10,7,3,36095,
2023-11,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,35,3,2,1,6770,396
2023-11,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,40,1,1,0,2252,616
2023-11,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,67,7,4,3,18356,1144
2023-11,Summit Auto Group,Summit Mazda Lakeside,Radio Spot,campaign,1,0,0,0,0,176
2023-11,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,199,18,10,8,51974,2688
2023-11,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,107,7,4,3,19086,1984
2023-11,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,182,8,4,4,20777,2432
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,273,32,18,14,118922,
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,50,16,12,4,25786,
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,34,8,6,2,16772,
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Direct Mail Q1,campaign,94,8,6,2,16924,4160
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,57,22,16,6,71409,
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,99,21,15,6,65519,
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,53,2,1,1,5522,576
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,62,2,1,1,3922,896
2023-11,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,75,5,3,2,11922,1664
2023-11,Summit Auto Group,Summit Nissan Ridgemont,Radio,campaign,1,0,0,0,0,256
2023-11,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,144,6,3,3,17301,2058
2023-11,Summit Auto Group,Summit Subaru Northgate,CARS,internet,105,9,5,4,29201,1519
2023-11,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,137,7,4,3,21791,1862
2023-11,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,223,22,12,10,69657,
2023-11,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,39,10,7,3,17112,
2023-11,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,30,6,4,2,13513,
2023-11,Summit Auto Group,Summit Subaru Northgate,Direct Mail Q1,campaign,62,7,5,2,18805,3185
2023-11,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,46,15,11,4,55560,
2023-11,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,60,12,9,3,36100,
2023-11,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,43,4,2,2,8883,441
2023-11,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,44,5,3,2,12000,686
2023-11,Summit Auto Group,Summit Subaru Northgate,True Car,internet,64,1,1,0,2248,1274
2023-11,Summit Auto Group,Summit Subaru Northgate,Radio,campaign,1,1,1,0,2608,196
2023-11,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,298,17,9,8,45027,4200
2023-11,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,212,19,10,9,50953,3100
2023-11,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,296,28,15,13,71452,3800
2023-11,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,379,43,24,19,134830,
2023-11,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,83,26,19,7,41164,
2023-11,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,67,16,12,4,34308,
2023-11,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,139,9,6,3,24367,6500
2023-11,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,105,30,22,8,104732,
2023-11,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,134,25,18,7,67901,
2023-11,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,76,2,1,1,4714,900
2023-11,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,100,3,2,1,6107,1400
2023-11,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,126,7,4,3,15968,2600
2023-11,Summit Auto Group,Summit Toyota of Fairview,Radio Spot,campaign,3,0,0,0,0,400
2023-11,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,143,6,3,3,16275,1680
2023-11,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,84,8,4,4,20871,1240
2023-11,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,124,4,2,2,12235,1520
