stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S31414,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Ascent,2026,126,39262,37185,103.0,3,1
S32188,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tundra,2024,125,27577,26030,95.9,225,1
S31766,Summit Auto Group,Summit BMW,used,Ford,Maverick,2019,125,40077,35070,95.5,55,0
S31868,Summit Auto Group,Summit BMW,used,Ford,Mustang,2021,125,41758,37148,102.2,602,3
S30696,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2024,125,23337,20758,100.0,931,0
S30139,Summit Auto Group,Summit Toyota of Fairview,used,Subaru,Forester,2024,125,28568,27590,101.8,78,2
S32676,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,124,49530,45440,94.0,129,2
S32479,Harbor Motor Group,Harbor Ford Portside,used,Ford,Maverick,2022,124,21157,19089,104.8,69,3
S32271,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,124,32323,31073,95.3,456,5
S31891,Summit Auto Group,Summit BMW,new,BMW,X1,2026,124,53404,48567,102.5,259,1
S30473,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,124,32050,30772,100.0,98,5
S30354,Summit Auto Group,Summit Honda Westland,used,Honda,Civic,2024,124,24759,23101,101.2,112,0
S32140,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,123,35449,31417,103.7,747,1
S30458,Summit Auto Group,Summit Ford Rivera,used,Ford,Escape,2020,123,28145,24780,101.4,164,3
S31611,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Compass,2026,123,36189,33668,94.2,193,1
S31432,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,123,34541,32865,103.4,9,0
S32689,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Trax,2018,122,31001,27884,93.5,156,2
S32253,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,122,38098,35960,94.8,26,3
S33005,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Honda,Odyssey,2019,122,19118,16774,96.4,157,0
S33044,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Toyota,Corolla,2022,122,28799,27269,94.4,34,0
S30737,Summit Auto Group,Summit Chevrolet Glenpark,used,Nissan,Rogue,2024,122,18067,16008,97.3,245,0
S31402,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Ascent,2021,122,30680,28727,105.9,99,1
S32831,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,121,34296,32826,96.6,396,0
S31974,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Corolla,2019,121,18520,17237,104.0,446,0
S31359,Summit Auto Group,Summit Mazda Lakeside,used,Hyundai,Tucson,2023,121,24363,21528,100.1,208,3
S31360,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,121,46403,44945,96.2,85,5
S30864,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Kicks,2022,121,26060,24040,104.6,140,2
S33192,Harbor Motor Group,Harbor BMW,used,Subaru,Impreza,2021,120,44848,40369,96.5,13,0
S33198,Harbor Motor Group,Harbor BMW,new,BMW,X1,2026,120,62892,60854,93.9,48,1
S32732,Harbor Motor Group,Harbor Chevrolet Marina,used,Honda,Civic,2022,120,17293,15413,95.6,18,5
S32874,Harbor Motor Group,Harbor Kia Lighthouse,used,Chevrolet,Trax,2022,120,28194,26355,102.4,767,2
S31767,Summit Auto Group,Summit BMW,used,Subaru,Outback,2019,120,39369,37777,97.6,23,1
S31864,Summit Auto Group,Summit BMW,used,BMW,X5,2023,120,34516,31798,105.5,179,1
S30392,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2025,120,29872,25925,105.0,482,3
S31598,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 2500,2026,120,26780,24341,100.6,88,1
S31244,Summit Auto Group,Summit Kia Brookfield,new,Kia,Forte,2026,120,37176,32844,96.8,437,0
S31422,Summit Auto Group,Summit Subaru Northgate,used,Ford,Mustang,2020,120,17216,16653,97.7,563,0
S31705,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,Atlas,2019,120,18971,17104,96.9,78,1
S33144,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,119,41796,38729,102.4,54,0
S32826,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Seltos,2018,119,25465,23755,105.7,85,0
S32855,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,K5,2026,119,36945,34361,100.3,90,0
S31985,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,RAV4,2021,119,32137,30299,104.7,45,0
S32096,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,119,34098,30267,94.7,175,0
S31629,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,119,39506,36441,94.6,48,1
S31433,Summit Auto Group,Summit Subaru Northgate,used,Jeep Ram,Ram 1500,2025,119,30404,27560,94.9,62,3
S32912,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Forester,2026,118,36953,33253,95.0,128,0
S32037,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tundra,2018,118,18124,17099,96.1,175,1
S32121,Harbor Motor Group,Harbor Toyota Bayview,used,Nissan,Altima,2019,118,26345,23430,104.8,538,0
S30608,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,118,40006,34408,97.0,458,1
S31509,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Grand Cherokee,2026,118,35025,30412,101.4,115,2
S30073,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2024,118,28873,25523,102.9,1365,2
S32411,Harbor Motor Group,Harbor Ford Portside,used,Ford,Explorer,2018,117,24482,21312,102.2,217,0
S30673,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,117,29269,27012,105.2,88,0
S30323,Summit Auto Group,Summit Honda Westland,used,Honda,Pilot,2022,117,27776,25538,101.2,187,2
S30882,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,117,31923,29706,99.5,174,2
S32308,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,116,28689,27640,95.4,227,2
S32937,Harbor Motor Group,Harbor Subaru Tidewater,used,BMW,X3,2021,116,18402,16525,103.6,342,0
S30362,Summit Auto Group,Summit Honda Westland,used,Hyundai,Santa Fe,2025,116,26482,23425,102.8,284,2
S30369,Summit Auto Group,Summit Honda Westland,used,Subaru,WRX,2022,116,21229,20384,100.4,190,0
S31524,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2024,116,16831,14772,94.3,351,0
S30069,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2020,116,21235,20208,95.4,298,2
S33306,Harbor Motor Group,Harbor BMW,used,BMW,X1,2019,115,32247,27970,101.2,118,5
S32484,Harbor Motor Group,Harbor Ford Portside,used,Toyota,Highlander,2022,115,17815,15399,100.8,191,3
S30777,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Silverado,2025,115,30101,27200,105.5,26,0
S30818,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,115,31965,29579,98.9,369,0
S31628,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Ram 2500,2025,115,26052,22638,102.6,349,3
S30961,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,115,30690,28910,96.0,29,2
S31431,Summit Auto Group,Summit Subaru Northgate,used,Ford,Mustang,2022,115,25874,24234,102.0,18,3
S31731,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Golf GTI,2026,115,43333,38004,103.7,18,2
S32538,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,114,27648,24094,103.6,85,0
S32303,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,114,40579,37592,94.3,203,1
S32376,Harbor Motor Group,Harbor Honda Seaside,used,Nissan,Sentra,2025,114,30196,26046,94.2,88,1
S31900,Summit Auto Group,Summit BMW,used,Chevrolet,Malibu,2024,114,51616,46594,94.5,111,5
S30288,Summit Auto Group,Summit Honda Westland,used,Toyota,Tundra,2024,114,26893,25289,101.6,108,0
S31294,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,Mazda3,2023,114,23128,20144,104.9,516,1
S30164,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2020,114,25280,24241,96.5,209,5
S32544,Harbor Motor Group,Harbor Ford Portside,new,Ford,Maverick,2026,113,51281,45390,100.0,49,1
S32144,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,113,32451,28930,101.8,52,1
S31181,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sorento,2025,113,23199,20535,98.3,12,2
S31262,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sorento,2018,113,23097,21199,95.9,40,0
S30902,Summit Auto Group,Summit Nissan Ridgemont,used,Toyota,Tundra,2020,113,30371,28435,104.2,380,1
S30911,Summit Auto Group,Summit Nissan Ridgemont,used,Chevrolet,Traverse,2021,113,28731,26173,95.5,60,0
S33233,Harbor Motor Group,Harbor BMW,new,BMW,X1,2026,112,59313,52377,103.5,212,1
S32624,Harbor Motor Group,Harbor Chevrolet Marina,used,Ford,Explorer,2022,112,28024,25110,100.1,60,2
S32399,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,112,41795,40218,101.0,245,0
S32592,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,112,41850,37828,101.3,155,1
S32207,Harbor Motor Group,Harbor Honda Seaside,new,Honda,CR-V,2026,112,28716,25375,93.3,265,1
S33108,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,112,28862,25349,101.2,71,1
S32843,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Seltos,2021,112,31293,27003,97.0,99,0
S32172,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,112,39397,36675,106.0,50,0
S31939,Summit Auto Group,Summit BMW,used,Jeep Ram,Ram 1500,2022,112,31342,29894,104.3,201,1
S30805,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,112,31983,30601,105.0,163,0
S30221,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,112,49134,46237,94.2,332,0
S33326,Harbor Motor Group,Harbor BMW,used,BMW,3 Series,2025,111,39798,35455,96.5,204,2
S32443,Harbor Motor Group,Harbor Ford Portside,used,Nissan,Pathfinder,2025,111,21715,20525,103.0,111,5
S31769,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,111,58776,54559,104.3,45,0
S30177,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tundra,2026,111,37052,35240,95.1,271,5
S32699,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2021,110,18577,17033,96.1,133,5
S33025,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,110,49218,46034,102.3,70,2
S33052,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Grand Cherokee,2019,110,25525,22143,101.6,290,0
S32804,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Telluride,2026,110,44272,39759,93.2,1150,0
S32832,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sportage,2026,110,42569,36624,99.9,155,0
S32089,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tundra,2026,110,35646,34331,93.2,433,3
S31786,Summit Auto Group,Summit BMW,used,Chevrolet,Tahoe,2025,110,48540,47001,104.7,306,1
S30776,Summit Auto Group,Summit Chevrolet Glenpark,used,Ford,Escape,2022,110,21042,19527,105.6,705,1
S30481,Summit Auto Group,Summit Ford Rivera,used,BMW,5 Series,2018,110,23331,21491,99.5,14,0
S31299,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-50,2026,110,43194,40427,104.2,529,5
S30938,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,110,48555,45157,101.2,189,3
S31424,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Outback,2026,110,46865,41263,94.2,5,0
S31463,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,110,41011,38335,100.1,24,1
S32274,Harbor Motor Group,Harbor Honda Seaside,used,Hyundai,Palisade,2024,109,29415,27013,104.0,88,1
S32286,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Accord,2025,109,30522,26499,103.4,33,1
S32019,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,109,46705,41483,93.0,267,3
S31787,Summit Auto Group,Summit BMW,used,Honda,HR-V,2019,109,42992,38371,93.6,381,0
S31887,Summit Auto Group,Summit BMW,used,BMW,X3,2021,109,47802,41288,101.5,12,1
S30624,Summit Auto Group,Summit Ford Rivera,used,Ford,Explorer,2018,109,19664,17625,104.8,113,0
S30347,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,109,45475,39176,102.0,20,2
S31247,Summit Auto Group,Summit Kia Brookfield,used,Ford,Maverick,2023,109,30670,26668,105.6,82,0
S31256,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,109,42221,37284,97.7,109,0
S31379,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,CX-5,2020,109,32385,29244,99.4,253,2
S32759,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,108,34605,30046,99.4,25,5
S31870,Summit Auto Group,Summit BMW,used,Toyota,Tundra,2021,108,48019,46331,95.1,115,1
S31947,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,108,57704,52494,97.3,49,1
S30814,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,108,29038,27149,97.1,64,1
S30849,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,108,33632,31547,97.9,211,1
S30475,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,108,36313,34290,96.9,162,1
S30521,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,108,30429,28369,94.3,36,0
S31242,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sorento,2026,108,37939,33062,99.5,2,5
S32142,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,107,37889,33044,100.8,102,0
S30769,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2018,107,23977,22555,94.2,355,2
S30782,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,107,46476,41861,101.8,444,1
S30268,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,107,48836,47250,93.2,83,1
S31213,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,107,34801,30409,103.1,111,3
S32852,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Forte,2023,106,22686,21558,93.8,153,0
S31988,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,106,49198,44500,99.1,442,0
S32088,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Corolla,2019,106,19718,18776,103.9,84,0
S30244,Summit Auto Group,Summit Honda Westland,used,Honda,Odyssey,2022,106,18973,17559,98.7,665,0
S30379,Summit Auto Group,Summit Honda Westland,used,Toyota,Tundra,2022,106,32198,28962,102.9,528,1
S30416,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,106,41155,35719,102.8,40,1
S30898,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Altima,2018,106,29401,27069,98.6,49,1
S32548,Harbor Motor Group,Harbor Ford Portside,used,BMW,i4,2019,105,18307,17174,94.1,98,3
S32585,Harbor Motor Group,Harbor Ford Portside,new,Ford,Maverick,2026,105,46434,44127,103.9,176,5
S32299,Harbor Motor Group,Harbor Honda Seaside,used,Hyundai,Santa Fe,2019,105,29319,25565,94.7,569,2
S32853,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,105,51248,48306,99.4,100,3
S32869,Harbor Motor Group,Harbor Kia Lighthouse,used,Nissan,Rogue,2025,105,22877,20885,98.5,9,5
S32072,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,105,28938,25545,105.4,214,0
S31881,Summit Auto Group,Summit BMW,new,BMW,X1,2026,105,50099,43847,104.3,101,3
S30802,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,105,44293,39782,93.7,134,0
S30630,Summit Auto Group,Summit Ford Rivera,new,Ford,Explorer,2026,105,39240,34226,102.1,255,5
S31327,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-90,2026,105,45082,40291,98.2,99,5
S30947,Summit Auto Group,Summit Nissan Ridgemont,used,Jeep Ram,Grand Cherokee,2025,105,30798,29780,99.8,206,3
S30031,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,RAV4,2026,105,28944,26077,97.5,77,1
S32117,Harbor Motor Group,Harbor Toyota Bayview,used,Chevrolet,Silverado,2019,104,29477,28374,102.4,47,1
S31797,Summit Auto Group,Summit BMW,used,BMW,3 Series,2022,104,38936,36460,105.1,35,3
S30302,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,104,34099,31990,93.7,514,5
S30394,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2021,104,18031,16203,94.6,215,1
S30403,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,104,45938,44126,103.1,18,0
S30943,Summit Auto Group,Summit Nissan Ridgemont,used,Subaru,Outback,2019,104,23032,21454,98.8,87,0
S32369,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,103,49672,46825,105.9,89,2
S33076,Harbor Motor Group,Harbor Jeep Ram Anchor,used,BMW,X1,2024,103,28282,25252,94.0,346,3
S31979,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,103,40470,39009,95.4,102,1
S32007,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Camry,2023,103,31656,29079,101.4,325,0
S32040,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,103,46355,42606,99.9,176,0
S30843,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,103,43945,37884,102.9,272,1
S30306,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2025,103,27425,24936,105.6,490,0
S32714,Harbor Motor Group,Harbor Chevrolet Marina,used,Subaru,Impreza,2020,102,22421,20304,103.7,414,2
S32532,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,102,41660,37811,96.1,65,2
S32566,Harbor Motor Group,Harbor Ford Portside,used,Nissan,Kicks,2021,102,29841,26619,101.9,314,0
S33117,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Chevrolet,Traverse,2021,102,24356,21330,93.1,142,0
S32090,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,102,44757,39543,99.4,254,2
S31098,Summit Auto Group,Summit Hyundai Oakhurst,used,Kia,Forte,2018,102,26822,25885,97.0,101,0
S30900,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Rogue,2021,102,21947,20640,99.0,22,1
S31425,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,102,37267,32543,96.4,292,3
S30125,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,102,28109,25774,97.1,299,1
S30215,Summit Auto Group,Summit Toyota of Fairview,used,Nissan,Rogue,2023,102,18748,16367,99.8,216,0
S33180,Harbor Motor Group,Harbor BMW,used,BMW,X3,2021,101,43980,37876,100.7,57,0
S32711,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Malibu,2026,101,48325,45800,93.7,25,3
S31924,Summit Auto Group,Summit BMW,new,BMW,X5,2026,101,75529,67041,102.7,15,0
S31940,Summit Auto Group,Summit BMW,used,BMW,3 Series,2023,101,29107,28153,104.2,186,0
S30725,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,101,44522,42994,96.7,64,5
S30375,Summit Auto Group,Summit Honda Westland,used,Toyota,Tundra,2024,101,17677,15818,104.1,19,0
S31446,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,101,26778,25040,98.8,987,2
S32229,Harbor Motor Group,Harbor Honda Seaside,used,Kia,Seltos,2020,100,21934,20210,104.7,2,0
S30704,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,100,33912,31330,100.6,112,0
S30811,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Silverado,2020,100,29121,25179,100.9,146,0
S30568,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,100,30745,28303,101.5,52,2
S30409,Summit Auto Group,Summit Honda Westland,new,Honda,Odyssey,2026,100,50503,45793,95.1,372,5
S31157,Summit Auto Group,Summit Kia Brookfield,new,Kia,Forte,2026,100,50841,47719,93.8,240,1
S31188,Summit Auto Group,Summit Kia Brookfield,used,Kia,K5,2025,100,28284,27342,94.4,151,0
S30992,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,100,30250,27986,95.9,152,2
S31419,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Impreza,2025,100,22563,21385,101.8,101,2
S30100,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,100,28606,25727,95.0,277,1
S32534,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,99,30918,28554,95.6,68,2
S32039,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tundra,2026,99,41086,36071,94.2,65,0
S32183,Harbor Motor Group,Harbor Toyota Bayview,used,Kia,K5,2020,99,23422,20874,100.4,208,3
S31807,Summit Auto Group,Summit BMW,used,Toyota,Highlander,2022,99,43071,37735,98.2,40,3
S31828,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,99,81499,72850,102.6,95,2
S30676,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Trax,2025,99,21891,19951,93.7,83,1
S30664,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,99,33576,32158,96.1,373,0
S30263,Summit Auto Group,Summit Honda Westland,new,Honda,Civic,2026,99,49391,44968,96.5,231,5
S30424,Summit Auto Group,Summit Honda Westland,used,Toyota,Corolla,2018,99,19538,18578,99.9,304,1
S30055,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tacoma,2024,99,20717,18641,96.5,86,0
S31738,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Taos,2026,99,36611,33207,98.7,51,0
S31744,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Taos,2026,99,34396,32714,94.0,353,3
S33267,Harbor Motor Group,Harbor BMW,used,BMW,i4,2023,98,47208,45360,102.3,175,1
S32595,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,98,41140,37316,104.2,238,3
S33094,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,98,33722,29025,94.5,3,2
S32028,Harbor Motor Group,Harbor Toyota Bayview,used,BMW,5 Series,2025,98,30893,28058,102.2,528,3
S30547,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,98,40211,34641,94.9,417,0
S30415,Summit Auto Group,Summit Honda Westland,used,Toyota,Highlander,2025,98,28134,26112,103.7,201,0
S30936,Summit Auto Group,Summit Nissan Ridgemont,used,Jeep Ram,Gladiator,2025,98,17704,17122,101.4,256,0
S30987,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,98,32830,29558,96.6,18,2
S33169,Harbor Motor Group,Harbor BMW,used,BMW,5 Series,2019,97,42468,38272,97.3,541,0
S32723,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,97,48021,44849,102.9,243,2
